3098	5632	1
3098	13774	1
1097	7914	1
1328	10504	1
1328	8586	1
12446	15724	1
3860	12494	1
3860	16628	1
3860	13723	1
3860	12788	1
16971	14634	1
16971	1207	1
16971	11288	1
16971	7175	1
16971	15404	1
16971	19069	1
16971	2265	1
16971	12156	1
16971	9205	1
16971	13399	1
10119	13301	1
10119	11034	1
10119	1380	1
10630	19716	1
10630	13014	1
12659	10261	1
16772	2294	1
4317	14634	1
4317	19069	1
4317	2258	1
4317	19201	1
11354	15435	1
4842	10507	1
4842	7245	1
4842	9382	1
4842	1051	1
4155	19174	1
4155	16630	1
4155	16452	1
4155	7377	1
4155	16019	1
13421	3314	1
2541	19341	1
1224	19621	1
1224	262	1
19122	2430	1
19122	2034	1
19122	11407	1
19122	19600	1
19535	2947	1
13119	4433	1
13119	17824	1
5820	14196	1
5820	16666	1
5820	17506	1
5820	11801	1
5820	13640	1
5820	2361	1
972	14051	1
4000	17995	1
4000	7914	1
4000	14471	1
4000	12712	1
13901	17392	1
15866	18121	1
14672	15194	1
12458	9025	1
12458	3332	1
8189	15243	1
7742	10020	1
7742	267	1
12345	2034	1
9273	3859	1
5422	11854	1
386	18039	1
386	51	1
14	16806	1
14	4251	1
5507	11376	1
5507	17121	1
5507	18769	1
5507	12457	1
4464	15122	1
14323	14008	1
10691	3183	1
7220	3111	1
7220	8606	1
7220	14671	1
7220	18580	1
7220	16891	1
7220	11587	1
16121	5069	1
16121	11471	1
16121	12646	1
800	17202	1
15740	5894	1
15138	2996	1
5616	9271	1
5616	14884	1
5616	6531	1
7128	4485	1
7128	1220	1
7128	16253	1
7128	6626	1
9168	6760	1
6793	12544	1
3326	13542	1
19663	7613	1
8834	2258	1
8834	7316	1
12347	12633	1
12347	4429	1
4718	9785	1
6987	7031	1
6987	7012	1
6987	4090	1
13266	438	1
15427	10866	1
15427	17855	1
15427	9257	1
10510	8507	1
7468	5859	1
17292	3291	1
6702	15181	1
565	7895	1
13601	8531	1
13601	17863	1
13601	8244	1
4723	4996	1
4723	6488	1
4723	18319	1
4723	18039	1
4723	14828	1
4333	16805	1
4333	3881	1
4333	17725	1
19627	9704	1
19627	13314	1
19627	5686	1
19627	7311	1
9306	10955	1
3390	11402	1
2803	9108	1
2803	14032	1
