15213	0
3098	0
1097	1
1328	0
824	0
12446	2
3860	2
16971	2
10119	1
10630	0
17673	2
12659	0
16772	2
4317	2
11354	1
4842	0
4155	2
13421	2
2541	2
1224	1
19122	2
19535	2
13119	0
5820	1
972	2
4000	1
13901	2
15866	0
14672	2
12458	0
8189	1
7742	2
12345	2
10111	1
9273	0
5422	2
386	1
14	2
5507	1
4464	0
14323	2
10691	2
7220	1
16121	1
800	1
15740	0
15138	1
5616	2
7128	1
9168	2
6793	1
3326	2
19663	1
18596	2
8834	2
12347	2
4718	2
6987	1
13266	1
15427	1
10510	2
7956	0
7468	1
17292	1
6702	2
10326	0
565	1
13601	1
4723	1
13860	2
4333	1
19627	1
9306	1
3390	2
2803	1
19561	1
14285	0
17721	2
8861	1
13203	2
510	2
4408	1
9860	2
7349	1
11585	2
5223	1
15310	1
1141	0
18717	2
15465	0
15938	2
17779	2
15083	1
17979	1
4402	0
16461	0
17331	0
4912	0
17982	1
16545	2
1662	2
4511	0
1243	2
14966	0
7036	2
10435	1
10710	0
1057	2
9831	0
4838	1
15123	1
9177	1
3955	1
14053	1
7488	2
17242	0
5438	1
5894	2
3834	1
5932	2
6519	1
2601	0
11753	1
17464	0
4591	0
19391	1
12918	0
887	0
4010	1
14985	1
9075	2
12756	2
8329	2
17663	2
8029	0
12197	2
2280	2
9900	0
9435	2
1816	0
5936	1
8982	2
15135	1
10276	2
11755	1
10103	2
13496	1
16326	1
11144	2
6124	1
17328	2
3097	2
12427	1
11852	1
11729	0
12122	0
15019	1
10484	1
17631	1
7983	2
4660	2
5548	2
1989	2
11034	1
6016	1
14145	1
5521	2
3056	0
9135	2
2302	2
18457	0
6849	0
10641	0
18800	2
10398	2
19303	1
3284	1
4204	1
7790	2
18924	2
2415	2
17466	1
5376	1
471	2
18786	2
9700	2
14634	2
17276	1
15929	1
13010	1
16063	1
9366	2
456	0
18296	1
5641	2
13187	2
14492	0
2129	2
9539	1
5979	2
5923	2
17033	2
7441	0
8580	2
15443	2
12050	1
11104	2
2993	2
9449	2
15125	2
8535	2
10134	0
1228	1
10695	2
5810	2
17746	0
12331	2
14756	1
10941	1
1569	1
16265	2
5369	0
13705	2
18414	0
17796	1
17341	1
794	1
578	1
9514	2
871	1
4417	2
18169	1
3916	1
7773	2
13619	1
13700	0
18077	2
2020	2
9133	2
7683	1
17754	2
12173	1
8914	2
1308	2
12472	1
879	2
6154	1
3334	0
10712	1
3594	2
11921	1
8812	0
9783	1
5359	2
17238	0
544	2
9858	2
8166	1
18087	0
9219	2
582	1
13477	1
8697	1
628	0
14146	1
5775	1
15765	2
1276	1
13428	1
16385	0
2842	2
1851	2
2990	2
14787	2
5067	1
18572	1
16293	1
845	1
9492	1
16068	1
9233	2
2923	1
11910	0
17634	1
6157	1
39	2
7428	2
1595	0
1400	2
17720	1
16397	1
9009	2
18550	2
19383	1
16070	2
6947	0
9927	0
8790	1
6332	2
7588	2
9212	1
2720	1
3455	0
14180	0
7382	0
14162	1
19606	2
18871	1
17432	2
4493	0
3719	2
8190	2
5286	2
8877	1
10205	2
11941	0
15006	2
18204	2
17168	0
5580	1
5538	2
7208	1
14295	0
1354	2
13004	1
14217	2
208	2
12380	1
5351	2
16617	2
1941	1
4655	2
15967	2
11302	0
18956	1
15205	1
14730	1
2137	1
19290	0
5619	0
697	2
16090	0
9930	2
6382	0
18119	2
12358	1
7195	2
16952	1
18570	2
9786	1
2583	1
10223	1
6839	1
5070	1
3688	2
9718	1
3081	1
13426	2
2782	1
13373	1
16806	2
14836	0
2721	2
11021	2
6531	2
14545	0
9835	2
14908	2
16533	1
8649	1
7300	2
14391	1
4650	0
19358	2
8554	2
11666	1
16867	0
3928	0
4546	2
5687	2
13311	2
1625	2
13231	2
5947	0
12112	0
6385	2
9877	0
11445	1
14429	1
13848	1
6218	0
10169	2
11393	0
938	2
1618	1
12185	1
4086	1
9766	1
19311	1
15251	1
6607	2
5090	0
4778	2
15105	1
5692	2
4690	2
14633	2
4327	0
15540	0
16730	2
12248	2
11074	2
3304	1
13417	2
6861	1
5598	2
13272	1
9667	2
1244	2
14126	1
1027	1
7514	2
16216	1
1293	2
6807	2
15836	2
10523	1
642	1
468	1
1835	2
6584	1
18933	0
12000	2
13807	1
5418	2
4543	2
17217	1
664	1
3047	2
576	2
8094	2
15981	1
1140	2
16594	1
6815	1
1364	1
13331	0
17556	1
1782	1
11612	2
4215	2
12099	2
14757	2
8363	1
9198	2
16782	2
157	1
18502	2
1708	0
6404	0
3271	1
19674	2
12729	2
18365	1
19337	1
6378	2
8406	2
3342	1
16608	1
15817	1
17237	1
2649	1
15544	2
533	1
11748	2
16083	0
12585	1
13627	0
9781	1
9459	0
10439	2
9151	1
14850	1
3411	0
4574	2
19038	0
12882	1
16240	2
14632	0
2532	0
1076	1
18562	1
4585	1
11134	1
12851	2
5514	2
8112	2
3664	0
15624	2
17115	2
18686	2
15986	1
19650	0
1836	2
14156	1
3178	2
94	2
7795	2
1846	1
5977	2
19146	1
17044	2
3410	1
4756	1
5702	1
17343	1
9498	1
7637	1
8000	1
17909	0
9873	2
4722	2
14772	1
3248	2
17944	1
2852	2
13213	2
692	2
969	1
6110	1
9645	0
4769	1
14231	2
8084	1
4798	1
19092	0
12282	0
1329	2
6266	0
13881	0
16727	2
4925	0
741	2
12606	1
1393	2
4588	1
331	1
12742	2
7574	0
3963	2
9412	2
6976	1
15827	1
17740	1
1399	1
3348	0
11591	2
8260	2
14947	2
3101	1
12433	0
4363	1
15050	1
17650	0
18513	0
9791	1
6524	1
6357	2
5136	0
6896	1
4426	1
15026	2
10906	0
4315	1
346	2
9632	1
16182	2
13747	1
5040	1
17849	0
15501	1
8342	1
13764	1
10499	0
7451	2
4572	2
19464	0
2138	1
6108	0
135	2
8373	1
18019	0
10212	2
19117	2
11818	2
1382	2
14154	0
6347	1
12503	2
9359	1
13118	1
360	0
14884	2
17441	1
13607	2
18028	1
7464	2
5110	1
16135	2
1972	0
12414	0
14054	1
6340	1
14736	1
8485	2
4040	0
1472	0
18720	2
1762	2
14759	1
368	0
12509	2
5566	0
627	2
16464	2
2209	2
7158	1
6613	1
940	0
10366	2
9549	2
8492	2
8962	2
18840	1
18466	2
2780	1
8265	0
19669	2
9510	2
13459	1
13033	2
9562	1
9053	1
5178	2
3499	1
12553	2
9622	2
71	1
9181	0
17820	0
15955	2
16183	1
10192	1
9616	2
7947	2
4641	0
4587	2
8091	1
17467	2
14484	1
7527	1
17012	1
2815	1
918	2
3487	2
4261	1
19072	1
8624	1
2367	2
14024	0
9614	2
19646	2
3511	1
7110	1
3118	2
14404	2
16361	2
13745	0
504	2
9600	0
13517	2
323	2
203	0
9772	2
8005	2
7724	1
19346	2
16938	1
19443	1
9583	0
15650	1
15508	2
7491	0
4982	1
12663	2
17679	2
4461	2
403	2
13718	0
16285	2
7900	1
2963	2
12943	2
7525	1
18565	2
9361	2
16271	1
2400	2
6247	1
4446	0
1109	2
1383	1
2153	0
248	2
1275	2
2737	0
17647	1
3936	1
14817	2
1586	0
1581	2
12577	1
18910	2
14889	1
14809	2
1077	1
12431	0
5151	1
4764	1
14755	2
12932	1
7633	2
13866	2
19519	0
3491	1
7136	0
8870	0
17204	0
1469	0
6061	0
4716	1
12278	2
14907	1
289	1
3776	1
12910	2
14406	2
5155	0
9275	0
7867	1
13541	0
18884	2
17353	0
10928	1
5120	1
6114	1
5050	2
7730	2
17680	1
5431	1
14980	2
10519	2
4322	0
19693	0
10859	2
7153	2
10460	2
16104	0
496	2
15954	1
6131	2
6376	1
4036	1
17120	0
8124	1
16395	2
10160	2
11287	1
8171	2
3087	0
1286	1
2559	1
11647	1
12576	1
2098	2
3797	1
12066	1
12922	1
466	0
3401	2
1999	1
9909	2
18156	2
14869	1
17771	2
15476	1
15717	1
11495	2
4314	0
7609	1
12374	2
13574	2
4266	1
8355	1
13155	2
3419	1
8465	2
7619	1
5401	2
15901	1
9727	1
2505	2
16242	1
11628	2
14159	2
867	1
18217	2
17627	1
8733	2
5607	0
18418	0
10113	0
1120	2
15895	1
6029	1
14416	1
16937	1
5636	2
13434	2
16969	1
8131	1
6572	1
16796	2
14089	1
10789	1
6472	2
19273	1
1904	2
17055	2
2636	2
18189	2
3946	2
6930	1
6142	1
7140	1
2740	0
6028	1
7717	1
8656	0
11634	2
4244	1
18685	1
18324	0
7770	1
10184	1
12516	2
12087	2
14493	2
11397	2
7484	0
1608	2
12912	1
18318	2
7579	1
3832	1
13064	2
6747	2
16525	2
12479	0
3513	2
2299	1
14660	2
10581	1
12965	2
3057	1
19448	2
18285	2
8299	1
8277	0
18333	2
15509	0
1063	1
3134	1
14944	2
9586	2
10801	2
10922	1
4447	2
11563	2
9385	1
6723	0
14163	1
5829	0
14974	1
3270	0
19043	0
1954	1
15302	2
3448	0
16315	2
1203	2
2871	2
12019	1
18484	2
9297	1
17463	1
3293	1
7765	2
10797	1
4463	0
7512	1
17208	1
6328	2
10969	1
4074	0
2564	1
15779	0
7955	2
12737	0
18882	0
16316	1
13794	1
18747	1
11685	0
13444	1
1566	0
7946	0
11996	1
3068	0
13400	0
18949	2
8898	1
5757	1
10301	2
14606	2
17907	0
17347	2
17025	2
724	1
7802	0
13847	1
5914	2
2772	1
6701	2
270	2
2398	2
13823	0
17851	2
10342	2
22	2
3356	2
15189	2
12269	1
16597	0
790	2
13997	2
9460	1
6099	0
2743	2
4557	2
15421	1
13307	2
9947	2
17040	2
13176	0
15471	1
11762	1
6873	1
4054	2
19604	2
19472	2
8746	1
5059	1
10443	1
13725	2
12906	1
378	1
5263	2
13402	2
9251	2
8191	0
2447	0
13141	1
2164	2
13809	2
8117	1
18241	1
7837	2
2065	1
16328	2
9615	0
15473	1
10912	2
5618	1
16526	0
17229	1
34	1
1839	1
17167	0
14811	0
10628	1
1414	2
1897	0
12671	2
18354	1
9466	1
9222	1
7039	1
2417	2
19005	2
6170	0
9040	1
1735	2
14092	2
4632	0
5683	2
10516	1
9178	2
12562	1
